# Symbol CRCs demanded by the stock Motorola Razr Fold vendor_dlkm modules.
# Extracted from the __versions section of all 328 modules of MMI-W3WB36.36-48-5.
# A module loads only if a provider exports the symbol with exactly this CRC, so every
# row whose provider is 'vmlinux' is a hard constraint on the kernel we build.
# provider: vmlinux = the stock kernel exports it
#           module  = another vendor module exports it
#           unknown = neither (the stock kernel lacks it too, so not a regression)
# columns: crc<TAB>symbol<TAB>provider<TAB>importer-count<TAB>example-importers
0xf8eb09ea	coredump_cleanup	module	1	qcom_q6v5_pas.ko
0x97f29479	coresight_add_helper	module	1	coresight-cti.ko
0x697e987e	coresight_add_sysfs_link	module	1	coresight-cti.ko
0x33049551	coresight_alloc_device_name	module	15	coresight-csr.ko,coresight-cti.ko
0x689f2095	coresight_barrier_pkt	module	1	coresight-tmc.ko
0xea1e2dfb	coresight_claim_device	module	2	coresight-cti.ko,coresight-tmc.ko
0xea1e2dfb	coresight_claim_device_unlocked	module	2	coresight-funnel.ko,coresight-replicator.ko
0x691b8a93	coresight_csr_get	module	2	coresight-tmc-sec.ko,coresight-tmc.ko
0xfe1f5719	coresight_csr_set_byte_cntr	module	1	coresight-tmc.ko
0xdbea7ff0	coresight_csr_set_etr_atid	module	5	coresight-dummy.ko,coresight-remote-etm.ko
0x19925e8d	coresight_disable_sysfs	module	3	coresight-remote-etm.ko,coresight-stm.ko
0x19925e8d	coresight_disclaim_device	module	2	coresight-cti.ko,coresight-tmc.ko
0x19925e8d	coresight_disclaim_device_unlocked	module	4	coresight-cti.ko,coresight-funnel.ko
0xea1e2dfb	coresight_enable_sysfs	module	1	coresight-stm.ko
0x340693cd	coresight_find_csdev_by_fwnode	module	1	coresight-cti.ko
0x43f443f3	coresight_find_output_type	module	1	coresight-cti.ko
0x9d6da4a6	coresight_get_path	module	1	coresight-csr.ko
0x92ac5fc1	coresight_get_platform_data	module	15	coresight-csr.ko,coresight-dummy.ko
0xbd1299bc	coresight_get_sink	module	1	coresight-csr.ko
0xdee70440	coresight_init_driver	module	2	coresight-stm.ko,coresight-tmc.ko
0x99b1a8fa	coresight_qmi_assign_atid	module	2	coresight-dummy.ko,coresight-remote-etm.ko
0x1c0b82f1	coresight_qmi_etr_assign	module	1	coresight-tmc-sec.ko
0xba652a87	coresight_qmi_remote_etm_disable	module	1	coresight-remote-etm.ko
0xf85e516f	coresight_qmi_remote_etm_enable	module	2	coresight-remote-etm.ko,coresight-tmc-sec.ko
0x6e922ca6	coresight_register	module	16	coresight-csr.ko,coresight-cti.ko
0xd272d446	coresight_remove_cti_ops	module	1	coresight-cti.ko
0x4525eb6e	coresight_remove_driver	module	2	coresight-stm.ko,coresight-tmc.ko
0xd735707a	coresight_remove_sysfs_link	module	1	coresight-cti.ko
0xbe6f04bd	coresight_set_cti_ops	module	1	coresight-cti.ko
0xb2c8e940	coresight_simple_show32	module	1	coresight-stm.ko
0xdb8aeae9	coresight_timeout	module	2	coresight-stm.ko,coresight-tmc.ko
0x87697d5a	coresight_trace_id_free_reserved_id	module	3	coresight-dummy.ko,coresight-remote-etm.ko
0x7851be11	coresight_trace_id_get_system_id	module	6	coresight-dummy.ko,coresight-remote-etm.ko
0x87697d5a	coresight_trace_id_put_system_id	module	6	coresight-dummy.ko,coresight-remote-etm.ko
0x3560edfe	coresight_trace_id_reserve_id	module	3	coresight-dummy.ko,coresight-remote-etm.ko
0x19925e8d	coresight_unregister	module	15	coresight-csr.ko,coresight-cti.ko
0x259f7719	deregister_cld_cmd_cb	module	1	qca_cld3_peach_v2.ko
0xd1396ca1	detach_mpam_msc	module	1	mpam_msc_slc.ko
0xae545b10	devm_hwmon_device_register_with_groups	module	2	qti_amoled_ecm.ko,qti_btl.ko
0x17956f05	devm_reboot_mode_register	module	1	qcom-pon.ko
0xa12b90e6	devm_usb_get_optional_repeater_by_phandle	module	1	phy-msm-snps-eusb2.ko
0xa12b90e6	devm_usb_get_repeater_by_phandle	module	1	phy-msm-m31-eusb2.ko
0xe70b1f0f	digital_cdc_rsc_mgr_hw_vote_disable	module	5	lpass_bt_swr_dlkm.ko,lpass_cdc_dlkm.ko
0x61e545e2	digital_cdc_rsc_mgr_hw_vote_enable	module	5	lpass_bt_swr_dlkm.ko,lpass_cdc_dlkm.ko
0x48c4c150	digital_cdc_rsc_mgr_hw_vote_reset	module	1	pinctrl_lpi_dlkm.ko
0x6256c8ff	dms_get_mac_address_req_msg_v01_ei	module	2	cnss2.ko,icnss2.ko
0x9f580a22	dms_get_mac_address_resp_msg_v01_ei	module	2	cnss2.ko,icnss2.ko
0x8c4becf6	drm_atomic_get_mst_payload_state	module	1	msm_drm.ko
0x99ed2ecf	drm_dp_add_payload_part1	module	1	msm_drm.ko
0xea5cfc09	drm_dp_add_payload_part2	module	1	msm_drm.ko
0x76886add	drm_dp_atomic_find_time_slots	module	1	msm_drm.ko
0x8c991d25	drm_dp_atomic_release_time_slots	module	1	msm_drm.ko
0xd823e3b6	drm_dp_aux_register	module	1	msm_drm.ko
0xc55eb443	drm_dp_aux_unregister	module	1	msm_drm.ko
0x59bf3ef4	drm_dp_bw_code_to_link_rate	module	1	msm_drm.ko
0x1d5e068b	drm_dp_calc_pbn_mode	module	1	msm_drm.ko
0x7b3d2626	drm_dp_channel_eq_ok	module	1	msm_drm.ko
0xf626423c	drm_dp_check_act_status	module	1	msm_drm.ko
0x7b3d2626	drm_dp_clock_recovery_ok	module	1	msm_drm.ko
0x01aa0207	drm_dp_dpcd_read	module	1	msm_drm.ko
0x9a29c972	drm_dp_dpcd_read_link_status	module	1	msm_drm.ko
0x01aa0207	drm_dp_dpcd_write	module	1	msm_drm.ko
0x78af2f3a	drm_dp_get_adjust_request_pre_emphasis	module	1	msm_drm.ko
0x78af2f3a	drm_dp_get_adjust_request_voltage	module	1	msm_drm.ko
0xc31a4220	drm_dp_link_rate_to_bw_code	module	1	msm_drm.ko
0xcfe891f1	drm_dp_link_train_channel_eq_delay	module	1	msm_drm.ko
0xcfe891f1	drm_dp_link_train_clock_recovery_delay	module	1	msm_drm.ko
0x83615704	drm_dp_lttpr_count	module	1	msm_drm.ko
0x83fc9304	drm_dp_mst_atomic_check	module	1	msm_drm.ko
0x0d01c4dd	drm_dp_mst_detect_port	module	1	msm_drm.ko
0xa9969833	drm_dp_mst_get_edid	module	1	msm_drm.ko
0x669e98b3	drm_dp_mst_get_port_malloc	module	1	msm_drm.ko
0x269faca9	drm_dp_mst_hpd_irq_handle_event	module	1	msm_drm.ko
0xe7763279	drm_dp_mst_hpd_irq_send_new_request	module	1	msm_drm.ko
0x669e98b3	drm_dp_mst_put_port_malloc	module	1	msm_drm.ko
0xe7763279	drm_dp_mst_topology_mgr_destroy	module	1	msm_drm.ko
0xafce6d6e	drm_dp_mst_topology_mgr_init	module	1	msm_drm.ko
0x88841721	drm_dp_mst_topology_mgr_set_mst	module	1	msm_drm.ko
